"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-03",,,"0","7","0","3,7","6",",7","4",",7","13",",7","1",",7","3","2,7","24","2,7","8","1,7","0","1,7","0","1,7","-10","2,7,04,","8",",,7,08,+","1.1",",,7,02,","0.58",",,7,10,","60","1,7,29,+","6186","7","956","1,7","1.21",",,,7","1.6",",,,7","30.8","3,7","40.8","1,,,7","20.8","2,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-04",,,"0","7","0",",7","12",",7","7",",7","0",",7","0","1,7","0",",7","9",",7","0",",7","4",",7","0",",7","21",",7,15,","0",",T,7,28,+","0.0","1,T,7,11,","0.94",",,7,23,","81",",7,22,","6726","7","541",",7","3.25",",,,7","0.0","1,T,,7","47.0",",7","57.3",",,,7","36.7",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-05",,,"5","7","5",",7","20",",7","12",",7","0",",7","0",",7","0",",7","1",",7","0",",7","12",",7","0",",7","32",",7,12,","0",",,7,31,+","0.0",",,7,31,+","0.85",",,7,09,","82",",7,26,","7041","7","315",",7","5.41",",,,7","0.0",",,,7","55.0",",7","64.8",",,,7","45.2",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-06",,,"81","7","76","1,7","15",",7","9",",7","0",",7","0",",7","0","1,7","0","1,7","0",",7","25",",7","0",",7","45","1,7,03,","0",",,7,30,+","0.0",",,7,30,+","1.47",",,7,28,","87",",7,28,","7097","7","55",",7","4.83",",,,7","0.0",",,,7","65.8","1,7","76.4",",,,7","55.3","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-07",,,"372","7","291",",7","12",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","53",",7,31,","0",",,7,31,+","0.0",",,7,31,+","1.80",",,7,18,","91",",7,20,","0","7","0",",7","5.37",",,,7","0.0",",,,7","74.4",",7","84.5",",,,7","64.3",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-08",,,"463","7","91","4,7","10",",7","8",",7","0",",7","0",",7","0","4,7","0","4,7","0","2,7","28","2,7","0","2,7","48","4,7,31,","0",",,7,31,+","0.0",",,7,31,+","1.20",",,7,06,","86","2,7,06,+","14","7","14","2,7","4.34",",,,7","0.0",",,,7","67.9","4,7","78.3","2,,,7","57.6","4,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-09",,,"539","7","76",",7","14",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","46",",7,05,","0",",,7,30,+","0.0",",,7,30,+","1.77",",,7,10,","83",",7,12,","68","7","54",",7","8.66",",,,7","0.0",",,,7","65.7",",7","73.9",",,,7","57.6",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-10",,,"550","7","11",",7","15",",7","10",",7","2",",7","1","1,7","0",",7","10",",7","0",",7","5",",7","0",",7","24",",7,30,","5",",,7,31,","3.2","1,,7,29,","3.17",",,7,02,","85",",7,01,","606","7","537",",7","6.14",",,,7","3.2","1,,,7","48.0",",7","57.0",",,,7","39.1",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-11",,,"550","7","0",",7","14",",7","6",",7","9",",7","3",",7","0",",7","27",",7","7",",7","0",",7","0",",7","3",",7,12,","4",",,7,13,+","3.0",",,7,11,","0.77",",,7,27,","53",",7,26,","1621","7","1015",",7","2.55",",,,7","7.7",",,,7","31.2",",7","38.4",",,,7","23.9",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2019-12",,,"550","7","0","2,7","7",",7","4",",7","2",",7","1",",7","0",",7","28",",7","7","2,7","0","2,7","0","2,7","3",",7,18,","3",",,7,31,","2.7",",,7,31,","0.87",",,7,29,","57","2,7,26,","2594","7","973","2,7","1.89",",,,7","3.3",",,,7","31.2","2,7","39.9","2,,,7","22.6",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-01",,,"0","7","0","2,7","7","1,7","5","1,7","22","1,7","4","1,7","1","2,7","29","2,7","14","2,7","0","2,7","0","2,7","-1","2,7,19,","8","1,,7,25,","3.5","1,,7,18,","0.65","1,,7,11,","49","2,7,10,","3727","7","1133","2,7","2.03","1,,,7","10.2","1,,,7","26.0","2,7","33.0","2,,,7","18.9","2,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-02",,,"0","7","0",",7","4",",7","4",",7","29",",7","4",",7","3",",7","28",",7","13",",7","0",",7","0",",7","-14",",7,14,","11",",,7,18,","5.0",",,7,18,","0.59",",,7,18,","52",",7,03,","4897","7","1170",",7","1.17",",,,7","13.4",",,,7","24.7",",7","33.7",",,,7","15.6",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-03",,,"0","7","0","2,7","11","1,7","5","1,7","6",",7","1",",7","0",",7","23",",7","0","2,7","0","2,7","0","2,7","20",",7,21,+","5",",,7,01,","1.9",",,7,18,","0.54","1,,7,10,","63","2,7,09,","5671","7","774","2,7","1.65","1,,,7","2.2",",,,7","38.1","2,7","46.5","2,,,7","29.7",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-04",,,"0","7","0","1,7","10",",7","6",",7","0",",7","0",",7","0",",7","13",",7","0","1,7","1","1,7","0","1,7","19",",7,15,","0",",T,7,13,","0.0",",T,7,15,+","0.64",",,7,13,","77","1,7,08,","6235","7","564","1,7","2.41",",,,7","0.0",",T,,7","45.6","1,7","56.2","1,,,7","35.1",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-05",,,"42","7","42","2,7","13",",7","9",",7","0",",7","0",",7","0","2,7","3","2,7","0","1,7","13","1,7","0","1,7","28","2,7,09,","0",",,7,31,+","0.0",",T,7,11,","1.28",",,7,18,","86","1,7,27,","6508","7","273","1,7","5.48",",,,7","0.0",",T,,7","57.1","2,7","67.4","1,,,7","46.9","2,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-06",,,"179","7","137","2,7","11",",7","10",",7","0",",7","0",",7","0","2,7","0","2,7","0","1,7","28","1,7","0","1,7","42","2,7,15,","0",",,7,30,+","0.0",",,7,30,+","1.38",",,7,25,","89","1,7,30,+","6537","7","29","1,7","6.48",",,,7","0.0",",,,7","68.9","2,7","81.2","1,,,7","56.5","2,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-07",,,"483","7","304","2,7","6",",7","4",",7","0",",7","0",",7","0","1,7","0","1,7","0","2,7","29","2,7","7","2,7","54","1,7,23,","0",",,7,31,+","0.0",",,7,31,+","2.74",",,7,10,","94","2,7,27,","0","7","0","2,7","4.91",",,,7","0.0",",,,7","75.5","2,7","86.0","2,,,7","64.9","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-08",,,"708","7","225",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","7",",7","49",",7,30,","0",",,7,31,+","0.0",",,7,31,+","0.25",",,7,16,","95",",7,28,+","9","7","9",",7","0.50",",,,7","0.0",",,,7","72.0",",7","84.6",",,,7","59.4",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-09",,,"740","7","31",",7","13",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","18",",7","0",",7","36",",7,19,","0",",,7,30,+","0.0",",,7,30,+","1.23",",,7,12,","86",",7,03,","151","7","142",",7","4.62",",,,7","0.0",",,,7","61.3",",7","71.7",",,,7","51.0",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-10",,,"742","7","2","2,7","10",",7","5",",7","0",",7","0",",7","0",",7","13",",7","0","2,7","3","2,7","0","2,7","22",",7,31,","0",",,7,31,+","0.0",",T,7,26,","2.26",",,7,23,","82","2,7,10,","666","7","516","2,7","3.50",",,,7","0.0",",T,,7","47.2","2,7","57.9","2,,,7","36.4",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-11",,,"743","7","1",",7","5",",7","5",",7","1",",7","1",",7","0",",7","19",",7","0",",7","7",",7","0",",7","21",",7,02,","1",",,7,24,","1.3",",,7,24,","0.71",",,7,11,","76",",7,10,","1293","7","626",",7","1.80",",,,7","1.3",",,,7","44.1",",7","54.6",",,,7","33.7",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2020-12",,,"743","7","0","1,7","5",",7","4",",7","15",",7","4",",7","0","1,7","30","1,7","10","1,7","0","1,7","0","1,7","4","1,7,25,","6",",,7,31,+","4.0",",,7,30,","0.72",",,7,12,","55","1,7,11,+","2426","7","1133","1,7","1.66",",,,7","10.5",",,,7","27.2","1,7","36.1","1,,,7","18.3","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-01",,,"0","7","0","1,7","12",",7","5",",7","31",",7","6",",7","3","1,7","30","1,7","21","1,7","0","1,7","0","1,7","-4","1,7,28,","13",",,7,26,","11.0",",,7,26,","0.50",",,7,31,","41","1,7,22,","3704","7","1278","1,7","1.63",",,,7","19.3",",,,7","22.4","1,7","29.5","1,,,7","15.3","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-02",,,"0","7","0","2,7","7",",7","3",",7","28",",7","3",",7","14","1,7","27","1,7","18","2,7","0","2,7","0","2,7","-14","1,7,07,","15",",,7,22,","2.8",",,7,22,","0.32",",,7,05,","47","2,7,28,","5037","7","1333","2,7","0.78",",,,7","8.2",",,,7","13.7","2,7","23.5","2,,,7","3.9","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-03",,,"0","7","0","2,7","8",",7","3",",7","9",",7","1",",7","0",",7","22",",7","1","2,7","0","2,7","0","2,7","12",",7,02,","5",",,7,02,+","2.8",",,7,16,","0.78",",,7,24,","67","2,7,30,","5763","7","726","2,7","1.44",",,,7","2.8",",,,7","39.8","2,7","50.7","2,,,7","28.9",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-04",,,"1","7","1","1,7","5",",7","3",",7","0",",7","0",",7","0","1,7","9","1,7","0","1,7","7","1,7","0","1,7","21","1,7,01,","0",",,7,30,+","0.0",",T,7,22,","1.09",",,7,11,","81","1,7,28,+","6234","7","470","1,7","1.57",",,,7","0.0",",T,,7","48.8","1,7","59.9","1,,,7","37.8","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-05",,,"59","7","58","2,7","11",",7","6",",7","0",",7","0",",7","0","2,7","2","2,7","0","2,7","15","2,7","0","2,7","30","2,7,11,","0",",,7,31,+","0.0",",,7,31,+","1.20",",,7,04,","89","2,7,02,","6483","7","250","2,7","3.25",",,,7","0.0",",,,7","58.4","2,7","69.1","2,,,7","47.7","2,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-06",,,"285","7","226",",7","10",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","6",",7","46",",7,22,","0",",,7,30,+","0.0",",,7,30,+","2.05",",,7,18,","95",",7,12,","6497","7","14",",7","4.52",",,,7","0.0",",,,7","72.1",",7","83.3",",,,7","60.8",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-07",,,"504","7","218","1,7","8",",7","5",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","29","1,7","6","1,7","53","1,7,31,+","0",",,7,31,+","0.0",",,7,31,+","0.73",",,7,15,","94","1,7,27,","6","7","6","1,7","2.10",",,,7","0.0",",,,7","72.1","1,7","82.5","1,,,7","61.6","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-08",,,"748","7","245",",7","13",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","2",",7","51",",7,16,+","0",",,7,31,+","0.0",",,7,31,+","1.40",",,7,08,","97",",7,29,","6","7","0",",7","4.51",",,,7","0.0",",,,7","72.9",",7","84.8",",,,7","61.0",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-09",,,"793","7","45",",7","6",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","0",",7","44",",7,24,","0",",,7,30,+","0.0",",,7,30,+","2.11",",,7,13,","89",",7,20,","54","7","47",",7","3.24",",,,7","0.0",",,,7","64.9",",7","77.6",",,,7","52.2",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-10",,,"824","7","31",",7","17",",7","9",",7","0",",7","0",",7","0",",7","5",",7","0",",7","13",",7","0",",7","29",",7,23,","0",",,7,31,+","0.0",",,7,31,+","1.27",",,7,08,","86",",7,02,+","335","7","281",",7","3.65",",,,7","0.0",",,,7","56.9",",7","66.6",",,,7","47.2",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-11",,,"824","7","0","1,7","4",",7","1",",7","0",",7","0",",7","0",",7","25",",7","1","1,7","1","1,7","0","1,7","12",",7,27,+","0",",T,7,25,","0.0",",T,7,26,+","0.22",",,7,12,","73","1,7,09,","1109","7","774","1,7","0.43",",,,7","0.0",",T,,7","38.1","1,7","49.3","1,,,7","26.8",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2021-12",,,"824","7","0",",7","7",",7","3",",7","6",",7","3",",7","0",",7","27",",7","6",",7","0",",7","0",",7","7",",7,07,","3",",,7,31,+","2.0",",,7,29,+","0.91",",,7,11,","69",",7,16,","2157","7","1048",",7","1.73",",,,7","5.4",",,,7","31.2",",7","40.2",",,,7","22.2",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-01",,,"0","7","0","3,7","5",",7","3",",7","31",",7","3",",7","11","3,7","28","3,7","25","1,7","0","1,7","0","1,7","-16","3,7,26,","8",",,7,24,","3.7",",,7,23,","0.21",",,7,23,","46","1,7,13,","3607","7","1450","1,7","0.51",",,,7","7.4",",,,7","13.5","3,7","23.7","1,,,7","3.2","3,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-02",,,"0","7","0","2,7","6",",7","1",",7","19",",7","1",",7","2","2,7","26","2,7","13",",7","0",",7","0",",7","-2","2,7,04,","6",",,7,01,","3.1",",,7,25,","0.14",",,7,25,","52",",7,21,","4759","7","1153",",7","0.37",",,,7","3.8",",,,7","21.1","2,7","32.0",",,,7","10.2","2,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-03",,,"0","7","0",",7","11",",7","9",",7","4",",7","2",",7","0",",7","22",",7","4",",7","1",",7","0",",7","4",",7,12,","3",",,7,31,+","3.1",",,7,07,","0.98",",,7,31,","75",",7,22,","5683","7","923",",7","4.69",",,,7","6.1",",,,7","35.2",",7","44.5",",,,7","26.0",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-04",,,"4","7","4","3,7","15","1,7","11","1,7","3",",7","2",",7","0","1,7","15","1,7","0","2,7","1","2,7","0","2,7","22","1,7,01,","1",",,7,18,+","1.3",",,7,18,","0.63","1,,7,23,","81","2,7,24,","6294","7","611","2,7","3.35","1,,,7","3.1",",,,7","42.9","3,7","51.9","2,,,7","34.0","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-05",,,"106","7","102",",7","10",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","4",",7","33",",7,04,","0",",,7,31,+","0.0",",,7,31,+","1.44",",,7,26,","94",",7,13,","6508","7","214",",7","3.38",",,,7","0.0",",,,7","61.4",",7","71.5",",,,7","51.2",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-06",,,"246","7","139","1,7","11",",7","8",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","26","1,7","5","1,7","46","1,7,05,+","0",",,7,30,+","0.0",",,7,30,+","0.92",",,7,09,","95","1,7,16,+","6549","7","40","1,7","3.67",",,,7","0.0",",,,7","68.4","1,7","79.7","1,,,7","57.1","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-07",,,"479","7","234",",7","9",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","5",",7","50",",7,10,","0",",,7,31,+","0.0",",,7,31,+","1.25",",,7,06,","91",",7,24,","0","7","0",",7","4.15",",,,7","0.0",",,,7","72.5",",7","83.9",",,,7","61.2",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-08",,,"659","7","180",",7","12",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","1",",7","52",",7,17,+","0",",,7,31,+","0.0",",,7,31,+","1.94",",,7,07,","92",",7,07,","4","7","4",",7","4.83",",,,7","0.0",",,,7","70.7",",7","80.9",",,,7","60.5",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-09",,,"711","7","52","3,7","10",",7","5",",7","0",",7","0",",7","0","3,7","0","3,7","0","2,7","18","2,7","0","2,7","33","3,7,29,","0",",,7,30,+","0.0",",,7,30,+","2.34",",,7,12,","87","2,7,03,+","144","7","140","2,7","5.05",",,,7","0.0",",,,7","62.0","3,7","72.4","2,,,7","51.6","3,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-10",,,"719","7","7","1,7","7",",7","4",",7","0",",7","0",",7","0",",7","10",",7","0","1,7","12","1,7","0","1,7","25",",7,19,","0",",,7,31,+","0.0",",T,7,18,+","0.35",",,7,26,","81","1,7,23,","567","7","423","1,7","1.17",",,,7","0.0",",T,,7","51.0","1,7","64.2","1,,,7","37.8",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-11",,,"720","7","0",",7","9",",7","6",",7","7",",7","2",",7","0",",7","18",",7","3",",7","6",",7","0",",7","8",",7,20,","4",",,7,16,","2.5",",,7,16,","1.85",",,7,05,","77",",7,03,+","1307","7","740",",7","3.39",",,,7","4.6",",,,7","40.3",",7","51.0",",,,7","29.7",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2022-12",,,"720","7","0",",7","11",",7","5",",7","20",",7","5",",7","4",",7","28",",7","14",",7","0",",7","0",",7","-13",",7,23,","6",",,7,22,","5.0",",,7,15,","1.34",",,7,15,","54",",7,30,","2581","7","1274",",7","3.00",",,,7","15.3",",,,7","23.9",",7","30.6",",,,7","17.1",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-01",,,"0","7","0","1,7","14",",7","7",",7","13",",7","4",",7","1",",7","29",",7","11","1,7","0","1,7","0","1,7","-12",",7,31,","12",",,7,29,","10.5",",,7,29,","0.55",",,7,03,","49","1,7,12,","3675","7","1094","1,7","2.50",",,,7","16.3",",,,7","28.0","1,7","33.9","1,,,7","22.1",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-02",,,"0","7","0","1,7","11",",7","8",",7","18",",7","3",",7","3","1,7","26","1,7","10",",7","0",",7","0",",7","-8","1,7,03,","7",",,7,02,+","5.0",",,7,10,","1.43",",,7,27,","47",",7,15,","4721","7","1046",",7","3.95",",,,7","11.1",",,,7","26.2","1,7","35.3",",,,7","17.2","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-03",,,"0","7","0","1,7","11",",7","7",",7","10",",7","3",",7","0","1,7","28","1,7","5",",7","0",",7","0",",7","8","1,7,18,+","11",",,7,25,","11.0",",,7,25,","0.85",",,7,25,","56",",7,22,","5732","7","1010",",7","3.04",",,,7","23.0",",,,7","31.3","1,7","40.4",",,,7","22.2","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-04",,,"9","7","9",",7","10",",7","6",",7","1",",7","1",",7","0",",7","10",",7","0",",7","8",",7","0",",7","25",",7,02,","2",",,7,17,","1.6",",,7,17,","0.56",",,7,01,","84",",7,13,","6225","7","493",",7","2.48",",,,7","1.6",",,,7","48.9",",7","60.4",",,,7","37.3",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-05",,,"33","7","23","1,7","9",",7","4",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","22","1,7","0","1,7","34","1,7,26,+","0",",,7,31,+","0.0",",,7,31,+","0.45",",,7,09,","88","1,7,31,","6410","7","185","1,7","1.13",",,,7","0.0",",,,7","59.6","1,7","72.7","1,,,7","46.6","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-06",,,"176","7","143",",7","9",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","5",",7","37",",7,12,","0",",,7,30,+","0.0",",,7,30,+","0.24",",,7,25,","92",",7,25,+","6449","7","39",",7","0.72",",,,7","0.0",",,,7","68.5",",7","82.7",",,,7","54.3",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-07",,,"400","7","224",",7","13",",7","11",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","5",",7","50",",7,18,","0",",,7,31,+","0.0",",,7,31,+","3.04",",,7,29,","93",",7,05,","2","7","2",",7","7.04",",,,7","0.0",",,,7","72.1",",7","84.2",",,,7","60.1",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-08",,,"621","7","221",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","43",",7,31,","0",",,7,31,+","0.0",",,7,31,+","1.09",",,7,15,","99",",7,24,","15","7","13",",7","3.04",",,,7","0.0",",,,7","71.7",",7","82.7",",,,7","60.8",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-09",,,"722","7","101","1,7","16",",7","8",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","22","1,7","3","1,7","40","1,7,14,","0",",,7,30,+","0.0",",,7,30,+","1.63",",,7,26,","95","1,7,04,","72","7","56","1,7","4.32",",,,7","0.0",",,,7","66.5","1,7","76.7","1,,,7","56.4","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-10",,,"754","7","32","1,7","9",",7","6",",7","0",",7","0",",7","0","1,7","5","1,7","0","1,7","7","1,7","0","1,7","25","1,7,31,+","0",",T,7,31,","0.0",",T,7,31,+","1.76",",,7,14,","88","1,7,02,","462","7","391","1,7","3.84",",,,7","0.0",",T,,7","53.1","1,7","63.4","1,,,7","42.7","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-11",,,"754","7","0","1,7","5",",7","3",",7","4",",7","1",",7","0","1,7","17","1,7","3","1,7","0","1,7","0","1,7","11","1,7,28,","1",",,7,29,+","1.0",",,7,26,","0.55",",,7,21,","69","1,7,07,","1211","7","749","1,7","1.06",",,,7","1.0",",,,7","39.2","1,7","49.5","1,,,7","28.9","1,,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2023-12",,,"754","7","0",",7","13",",7","6",",7","6",",7","1",",7","0",",7","22",",7","2",",7","0",",7","0",",7","11",",7,19,","2",",,7,29,+","1.7",",,7,28,","0.42",",,7,26,","57",",7,09,","2139","7","928",",7","1.90",",,,7","4.0",",,,7","35.0",",7","41.4",",,,7","28.7",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-01",,,"0","7","0",",7","14",",7","9",",7","31",",7","6",",7","7",",7","27",",7","16",",7","0",",7","0",",7","-14",",7,15,","14",",,7,13,","8.0",",,7,13,","0.71",",,7,13,","39",",7,31,","3453","7","1314",",7","2.62",",,,7","23.6",",,,7","22.6",",7","27.9",",,,7","17.4",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-02",,,"0","7","0",",7","3",",7","2",",7","5",",7","1",",7","0",",7","26",",7","2",",7","1",",7","0",",7","8",",7,17,","2",",,7,15,+","1.8",",,7,15,","0.53",",,7,15,","73",",7,28,","4320","7","867",",7","0.68",",,,7","1.8",",,,7","35.1",",7","46.5",",,,7","23.8",",,,7",,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2024-03",,,"0","7","0",",7","10",",7","8",",7","2",",7","1",",7","0",",7","22",",7","1",",7","2",",7","0",",7","18",",7,23,","3",",,7,22,","3.3",",,7,22,","0.90",",,7,26,","75",",7,04,","5079","7","759",",7","4.15",",,,7","3.4",",,,7","40.5",",7","50.7",",,,7","30.3",",,,7",,,,,,,,
